enterprise_id,proprietor_name,business_name,age,sub_type_id,sub_type,sector,district_id,district,state,agro_zone,block,lat,lon,preferred_lang,preferred_channel,literacy,shared_device,officer_id,shg_id,onboarded_on,baseline_turnover,sim_health_latent,digital_share_start,digital_share_slope,sim_stress_script,is_named_persona
ENT0195,Sujatha Goud,Jai Murgi Palan,53,ST02,Poultry Unit (broiler),POULTRY,3,Nizamabad,Telangana,Northern Telangana Zone,Nizamabad West,0.21856,0.28155,te,app,low,False,FO3,SHG03030,2023-08-09,4123.0,robust,0.603,0.0582,,False
ENT0196,Mridula Nath,Jai Taant Ghar,50,ST03,Handloom Weaver,HANDICRAFT,5,Nagaon,Assam,Central Brahmaputra Valley,Nagaon North,0.15031,0.04508,as,app,medium,True,FO5,SHG05018,2023-08-01,500.0,robust,0.696,0.1243,,False
ENT0197,Lakshmiben Solanki,Jai Kirana Store,43,ST08,Kirana Store,RETAIL,1,Anand,Gujarat,Middle Gujarat Alluvial Plain,Anand North,-0.30881,0.34803,gu,app,low,False,FO1,SHG01018,2023-08-21,3998.0,marginal,0.647,0.1241,,False
ENT0198,Kokilaben Patel,Maa Gopal Dairy,25,ST01,Dairy Producer,DAIRY,1,Anand,Gujarat,Middle Gujarat Alluvial Plain,Anand West,0.06703,0.1953,gu,app,medium,True,FO1,SHG01036,2023-08-14,1787.0,fragile,0.61,0.0436,,False
ENT0199,Hansaben Solanki,Jai Dairy,27,ST01,Dairy Producer,DAIRY,1,Anand,Gujarat,Middle Gujarat Alluvial Plain,Anand West,-0.15987,-0.25004,gu,app,numerate,False,FO1,SHG01023,2023-08-10,958.0,marginal,0.379,0.1399,,False
ENT0200,Kuni Pradhan,Sri Weavers Unit,30,ST03,Handloom Weaver,HANDICRAFT,6,Ganjam,Odisha,East Coastal Odisha,Ganjam North,-0.10628,0.11012,or,app,medium,False,FO6,SHG06032,2023-08-14,1066.0,marginal,0.717,0.0551,,False
ENT0201,Niranjan Pradhan,Sri Provision Store,38,ST08,Kirana Store,RETAIL,6,Ganjam,Odisha,East Coastal Odisha,Ganjam North,0.08912,0.01895,or,app,medium,False,FO6,SHG06009,2023-08-06,4778.0,robust,0.48,0.1072,,False
ENT0202,Anjaneyulu Goud,Maa Poultry Farm,57,ST02,Poultry Unit (broiler),POULTRY,3,Nizamabad,Telangana,Northern Telangana Zone,Nizamabad North,0.02688,-0.29029,te,app,low,True,FO3,SHG03001,2023-08-09,2715.0,robust,0.435,0.0858,,False
ENT0203,Sanjay Behera,Jai Murgi Palan,24,ST02,Poultry Unit (broiler),POULTRY,6,Ganjam,Odisha,East Coastal Odisha,Ganjam Rural,0.0256,0.22035,or,ivr,medium,False,FO6,,2023-08-02,2400.0,fragile,0.075,0.022,,False
ENT0204,Prafulla Sahu,Maa Sabzi Stall,38,ST09,Vegetable Vendor,RETAIL,6,Ganjam,Odisha,East Coastal Odisha,Ganjam Rural,-0.284,-0.16519,or,app,medium,False,FO6,SHG06025,2023-08-08,3776.0,fragile,0.47,0.0997,,False
ENT0205,Nirmalaben Desai,Nav Dairy,37,ST01,Dairy Producer,DAIRY,1,Anand,Gujarat,Middle Gujarat Alluvial Plain,Anand South,0.32574,-0.00826,gu,app,low,False,FO1,SHG01003,2023-08-05,3453.0,robust,0.584,0.0659,,False
ENT0206,Kokilaben Patel,Jai Gopal Dairy,56,ST01,Dairy Producer,DAIRY,1,Anand,Gujarat,Middle Gujarat Alluvial Plain,Anand South,-0.02204,0.13073,gu,app,low,False,FO1,SHG01022,2023-08-05,1194.0,fragile,0.308,0.1042,,False
ENT0207,Sabita Nayak,Shree Swasahayata Foods,60,ST07,SHG Food Processing Unit,FOODPROC,6,Ganjam,Odisha,East Coastal Odisha,Ganjam East,-0.28539,0.27099,or,assisted,medium,False,FO6,SHG06023,2023-08-04,3025.0,marginal,0.098,0.0054,,False
ENT0208,Mohan Devi,Nav General Stores,45,ST08,Kirana Store,RETAIL,2,Bhilwara,Rajasthan,Semi-Arid Eastern Rajasthan,Bhilwara West,0.22967,-0.04395,hi,app,low,False,FO2,,2023-08-04,3692.0,robust,0.43,0.0743,,False
ENT0209,Bhausaheb Shinde,Maa Murgi Palan,50,ST02,Poultry Unit (broiler),POULTRY,4,Kolhapur,Maharashtra,Western Maharashtra Ghat Zone,Kolhapur West,0.13134,0.09504,mr,app,medium,False,FO4,SHG04013,2023-08-05,3296.0,robust,0.333,0.0982,,False
ENT0210,Nirmalaben Patel,Sri Sabzi Stall,50,ST09,Vegetable Vendor,RETAIL,1,Anand,Gujarat,Middle Gujarat Alluvial Plain,Anand East,0.13964,-0.00874,gu,app,medium,False,FO1,SHG01004,2023-08-19,2521.0,robust,0.381,0.1388,,False
ENT0211,Sabita Patra,Nav Kumhar Kala,30,ST04,Pottery / Terracotta Unit,HANDICRAFT,6,Ganjam,Odisha,East Coastal Odisha,Ganjam North,0.33825,0.24907,or,app,numerate,False,FO6,SHG06020,2023-08-15,495.0,robust,0.672,0.1277,,False
ENT0212,Pushpa Sharma,Maa Krishi FPO,41,ST06,FPO / Agri Aggregator,FOODPROC,2,Bhilwara,Rajasthan,Semi-Arid Eastern Rajasthan,Bhilwara West,0.1834,0.25969,hi,app,medium,False,FO2,SHG02024,2023-08-07,9257.0,robust,0.672,0.0404,,False
ENT0213,Sunita Devi,Nav Taant Ghar,31,ST03,Handloom Weaver,HANDICRAFT,2,Bhilwara,Rajasthan,Semi-Arid Eastern Rajasthan,Bhilwara Rural,-0.06979,0.01509,hi,app,medium,True,FO2,,2023-08-02,998.0,robust,0.66,0.118,,False
ENT0214,Sarita Meena,Maa Taant Ghar,54,ST03,Handloom Weaver,HANDICRAFT,2,Bhilwara,Rajasthan,Semi-Arid Eastern Rajasthan,Bhilwara North,0.23967,0.0818,hi,app,low,True,FO2,,2023-08-14,359.0,robust,0.639,0.0608,,False
ENT0215,Hansaben Desai,Nav Sabzi Stall,37,ST09,Vegetable Vendor,RETAIL,1,Anand,Gujarat,Middle Gujarat Alluvial Plain,Anand East,-0.30968,-0.12278,gu,app,medium,False,FO1,SHG01010,2023-08-03,2829.0,marginal,0.406,0.1288,,False
ENT0216,Sujatha Yadav,Maa Farmer Producer Co,51,ST06,FPO / Agri Aggregator,FOODPROC,3,Nizamabad,Telangana,Northern Telangana Zone,Nizamabad North,0.31484,0.22174,te,app,medium,True,FO3,SHG03039,2023-08-20,4678.0,marginal,0.497,0.1342,,False
ENT0217,Vitthal Patil,Shree Agri Producer Co,51,ST06,FPO / Agri Aggregator,FOODPROC,4,Kolhapur,Maharashtra,Western Maharashtra Ghat Zone,Kolhapur Rural,-0.31406,0.08566,mr,app,low,False,FO4,,2023-08-09,9232.0,marginal,0.489,0.0678,,False
ENT0218,Kiritbhai Solanki,Maa Swasahayata Foods,46,ST07,SHG Food Processing Unit,FOODPROC,1,Anand,Gujarat,Middle Gujarat Alluvial Plain,Anand East,-0.01369,-0.22596,gu,app,medium,False,FO1,SHG01001,2023-08-20,3106.0,robust,0.632,0.1139,,False
ENT0219,Hansaben Rathod,Jai Krishi FPO,54,ST06,FPO / Agri Aggregator,FOODPROC,1,Anand,Gujarat,Middle Gujarat Alluvial Plain,Anand North,-0.18683,-0.28699,gu,app,low,False,FO1,SHG01004,2023-08-03,8424.0,marginal,0.349,0.1207,,False
ENT0220,Prafulla Nayak,Jai Agri Producer Co,32,ST06,FPO / Agri Aggregator,FOODPROC,6,Ganjam,Odisha,East Coastal Odisha,Ganjam North,-0.00022,-0.16226,or,assisted,medium,False,FO6,SHG06002,2023-08-11,12679.0,marginal,0.087,0.0069,,False
ENT0221,Bornali Kalita,Sri Krishi FPO,49,ST06,FPO / Agri Aggregator,FOODPROC,5,Nagaon,Assam,Central Brahmaputra Valley,Nagaon Rural,0.32007,0.21234,as,app,medium,True,FO5,,2023-08-07,8157.0,robust,0.471,0.0916,,False
ENT0222,Suresh Mudiraj,Sri Weavers Unit,48,ST03,Handloom Weaver,HANDICRAFT,3,Nizamabad,Telangana,Northern Telangana Zone,Nizamabad North,0.00289,0.13873,te,app,numerate,False,FO3,SHG03037,2023-08-17,1648.0,robust,0.539,0.0821,,False
ENT0223,Sarojini Mohanty,Jai Gopal Dairy,33,ST01,Dairy Producer,DAIRY,6,Ganjam,Odisha,East Coastal Odisha,Ganjam East,0.21632,0.05019,or,app,low,True,FO6,SHG06010,2023-08-06,1440.0,fragile,0.53,0.071,,False
ENT0224,Basanti Pradhan,Basanti General Stores,47,ST08,Kirana Store,RETAIL,6,Ganjam,Odisha,East Coastal Odisha,Ganjam North,-0.33699,0.13676,or,assisted,low,False,FO6,SHG06003,2023-08-05,3600.0,fragile,0.11,0.03,retail_udhaar_spiral,True
ENT0225,Dhruba Kalita,Jai General Stores,25,ST08,Kirana Store,RETAIL,5,Nagaon,Assam,Central Brahmaputra Valley,Nagaon West,0.25653,-0.14719,as,app,low,False,FO5,SHG05010,2023-08-06,5432.0,robust,0.366,0.0546,,False
ENT0226,Shyam Meena,Jai Taant Ghar,52,ST03,Handloom Weaver,HANDICRAFT,2,Bhilwara,Rajasthan,Semi-Arid Eastern Rajasthan,Bhilwara West,-0.26673,0.03366,hi,app,medium,False,FO2,,2023-08-19,727.0,fragile,0.295,0.0485,,False
ENT0227,Bornali Saikia,Sri Murgi Palan,36,ST02,Poultry Unit (broiler),POULTRY,5,Nagaon,Assam,Central Brahmaputra Valley,Nagaon North,0.08527,-0.02362,as,app,medium,True,FO5,SHG05029,2023-08-20,4693.0,robust,0.323,0.087,,False
ENT0228,Mridula Kalita,Nav Fresh Greens,47,ST09,Vegetable Vendor,RETAIL,5,Nagaon,Assam,Central Brahmaputra Valley,Nagaon North,-0.1296,-0.17037,as,app,medium,False,FO5,SHG05021,2023-08-20,4810.0,marginal,0.559,0.0548,,False
ENT0229,Savitri Jat,Shree Swasahayata Foods,33,ST07,SHG Food Processing Unit,FOODPROC,2,Bhilwara,Rajasthan,Semi-Arid Eastern Rajasthan,Bhilwara West,0.22256,-0.0664,hi,app,medium,False,FO2,,2023-08-03,3072.0,robust,0.516,0.1061,,False
ENT0230,Nabin Nath,Maa Provision Store,39,ST08,Kirana Store,RETAIL,5,Nagaon,Assam,Central Brahmaputra Valley,Nagaon North,0.10507,-0.17158,as,app,medium,False,FO5,SHG05035,2023-08-20,3470.0,robust,0.448,0.117,,False
ENT0231,Suresh Yadav,Jai Broiler Unit,39,ST02,Poultry Unit (broiler),POULTRY,3,Nizamabad,Telangana,Northern Telangana Zone,Nizamabad East,0.18876,-0.0748,te,app,low,False,FO3,,2023-08-11,2093.0,robust,0.539,0.1182,,False
ENT0232,Srinivas Mudiraj,Jai Poultry Farm,59,ST02,Poultry Unit (broiler),POULTRY,3,Nizamabad,Telangana,Northern Telangana Zone,Nizamabad West,-0.0801,-0.03011,te,app,low,False,FO3,SHG03021,2023-08-18,4761.0,fragile,0.404,0.1282,,False
ENT0233,Jiten Das,Maa Broiler Unit,26,ST02,Poultry Unit (broiler),POULTRY,5,Nagaon,Assam,Central Brahmaputra Valley,Nagaon East,0.13302,-0.08553,as,app,numerate,False,FO5,,2023-08-08,2848.0,robust,0.393,0.1078,,False
ENT0234,Anita Jadhav,Nav Kirana Store,44,ST08,Kirana Store,RETAIL,4,Kolhapur,Maharashtra,Western Maharashtra Ghat Zone,Kolhapur Rural,-0.11968,-0.0459,mr,app,medium,False,FO4,SHG04024,2023-08-02,2690.0,marginal,0.342,0.1109,,False
ENT0235,Swaroopa Yadav,Sri Dudh Utpadak,60,ST01,Dairy Producer,DAIRY,3,Nizamabad,Telangana,Northern Telangana Zone,Nizamabad South,-0.00164,-0.05315,te,app,medium,False,FO3,SHG03018,2023-08-04,1428.0,robust,0.684,0.0504,,False
ENT0236,Sushma Kadam,Maa Krishi FPO,34,ST06,FPO / Agri Aggregator,FOODPROC,4,Kolhapur,Maharashtra,Western Maharashtra Ghat Zone,Kolhapur North,0.34741,-0.18273,mr,assisted,medium,True,FO4,SHG04021,2023-08-20,1823.0,fragile,0.105,0.0143,,False
ENT0237,Sanjay Sahu,Nav Broiler Unit,51,ST02,Poultry Unit (broiler),POULTRY,6,Ganjam,Odisha,East Coastal Odisha,Ganjam East,0.15918,-0.0201,or,app,low,False,FO6,,2023-08-02,4684.0,robust,0.577,0.0566,,False
ENT0238,Vitthal Kulkarni,Nav General Stores,42,ST08,Kirana Store,RETAIL,4,Kolhapur,Maharashtra,Western Maharashtra Ghat Zone,Kolhapur East,-0.2766,-0.3274,mr,app,medium,False,FO4,,2023-08-09,2758.0,fragile,0.283,0.0459,,False
ENT0239,Kalpana Patil,Sri Dairy,25,ST01,Dairy Producer,DAIRY,4,Kolhapur,Maharashtra,Western Maharashtra Ghat Zone,Kolhapur South,0.24713,0.12387,mr,app,medium,False,FO4,,2023-08-17,1009.0,robust,0.372,0.0831,,False
ENT0240,Junmoni Kalita,Sri Kirana Store,43,ST08,Kirana Store,RETAIL,5,Nagaon,Assam,Central Brahmaputra Valley,Nagaon East,-0.17673,0.03489,as,app,low,True,FO5,SHG05012,2023-08-07,5243.0,marginal,0.508,0.1341,,False
ENT0241,Kuni Mohanty,Sri Broiler Unit,59,ST02,Poultry Unit (broiler),POULTRY,6,Ganjam,Odisha,East Coastal Odisha,Ganjam West,0.20331,-0.09688,or,app,medium,False,FO6,SHG06019,2023-08-07,5656.0,marginal,0.668,0.1341,,False
ENT0242,Narayana Reddy,Sri Krishi FPO,50,ST06,FPO / Agri Aggregator,FOODPROC,3,Nizamabad,Telangana,Northern Telangana Zone,Nizamabad South,-0.11839,0.11252,te,app,medium,False,FO3,SHG03013,2023-08-02,4776.0,robust,0.499,0.0436,,False
ENT0243,Rekhaben Solanki,Sri Dairy,48,ST01,Dairy Producer,DAIRY,1,Anand,Gujarat,Middle Gujarat Alluvial Plain,Anand Rural,-0.21308,0.06245,gu,app,medium,False,FO1,,2023-08-21,3061.0,robust,0.499,0.0602,,False
ENT0244,Srinivas Rao,Sri Broiler Unit,24,ST02,Poultry Unit (broiler),POULTRY,3,Nizamabad,Telangana,Northern Telangana Zone,Nizamabad East,-0.04015,0.00454,te,app,low,False,FO3,,2023-08-06,4026.0,marginal,0.628,0.137,,False
ENT0245,Pramila Sahu,Nav Terracotta Unit,34,ST04,Pottery / Terracotta Unit,HANDICRAFT,6,Ganjam,Odisha,East Coastal Odisha,Ganjam North,0.18938,0.25791,or,app,low,False,FO6,SHG06029,2023-08-21,710.0,marginal,0.623,0.0722,,False
ENT0246,Pranab Bora,Shree Farmer Producer Co,29,ST06,FPO / Agri Aggregator,FOODPROC,5,Nagaon,Assam,Central Brahmaputra Valley,Nagaon South,-0.04024,0.32944,as,ivr,low,True,FO5,SHG05037,2023-08-20,5515.0,marginal,0.11,0.0061,,False
ENT0247,Jagabandhu Patra,Shree Kumhar Kala,54,ST04,Pottery / Terracotta Unit,HANDICRAFT,6,Ganjam,Odisha,East Coastal Odisha,Ganjam South,0.01996,-0.28092,or,app,low,True,FO6,SHG06039,2023-08-04,971.0,robust,0.673,0.1164,,False
ENT0248,Ramulu Reddy,Maa Fresh Greens,60,ST09,Vegetable Vendor,RETAIL,3,Nizamabad,Telangana,Northern Telangana Zone,Nizamabad East,0.2628,-0.15788,te,ivr,low,False,FO3,SHG03006,2023-08-06,1636.0,robust,0.097,0.0298,,False
ENT0249,Bhavnaben Rathod,Jai Silai Kendra,30,ST05,Tailoring Unit,HANDICRAFT,1,Anand,Gujarat,Middle Gujarat Alluvial Plain,Anand North,0.33436,0.24156,gu,app,medium,False,FO1,,2023-08-14,1211.0,marginal,0.69,0.121,,False
ENT0250,Sarala Reddy,Nav Krishi FPO,56,ST06,FPO / Agri Aggregator,FOODPROC,3,Nizamabad,Telangana,Northern Telangana Zone,Nizamabad South,-0.01226,0.17494,te,app,numerate,True,FO3,SHG03032,2023-08-21,4090.0,robust,0.534,0.1331,,False
ENT0251,Rameshbhai Rathod,Shree Krishi FPO,55,ST06,FPO / Agri Aggregator,FOODPROC,1,Anand,Gujarat,Middle Gujarat Alluvial Plain,Anand East,0.03566,-0.01099,gu,app,medium,False,FO1,,2023-08-11,9647.0,fragile,0.559,0.0756,,False
ENT0252,Venkatesh Goud,Maa Murgi Palan,55,ST02,Poultry Unit (broiler),POULTRY,3,Nizamabad,Telangana,Northern Telangana Zone,Nizamabad West,-0.33001,0.06738,te,assisted,numerate,False,FO3,SHG03001,2023-08-13,3921.0,marginal,0.073,0.0146,,False
